participant.id_in_session,participant.code,participant.time_started,participant.payoff,player.id_in_group,player.infected,player.cumulative_earnings,player.actual_payment,player.transmission_chance,player.contribution,player.others_contribution_percentage,player.timeout,player.second_player_contribution_0,player.second_player_contribution_1,player.second_player_contribution_2,player.second_player_contribution_3,player.second_player_contribution_4,player.others_prediction,player.payoff,group.id_in_subsession,group.total_contribution,group.contribution_percentage,group.total_infections,group.end_total_infections,group.total_earnings,group.average_earnings,group.lockdown,group.lockdown_round,group.lockdown_number,group.lockdown_cost,group.patient_zero_switch,subsession.round_number,session.code,session.is_demo
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,1,880,20,0,2,72.5,0,3,3,2,2,1,3,80,2,31,70.45,5,7,470,43,0,0,0,60,0,11,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,40,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,890,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,1,720,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,40,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,800,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,1,860,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,1,980,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,40,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,1,320,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,1,770,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,1,920,,,0,0,0,,,,,,,40,2,0,0,7,7,440,40,1,1,1,60,0,12,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,80,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,930,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,0,760,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,80,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,840,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,0,900,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,0,1020,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,80,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,0,360,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,0,810,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,0,960,,,0,0,0,,,,,,,40,2,0,0,7,1,440,40,1,2,1,60,0,13,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,80,,0,4,50,1,,,,,,,0,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,1020,10,0.75,1,57.5,0,2,1,0,0,0,2,90,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,1,850,10,0.75,1,57.5,0,1,2,3,3,4,1,90,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,80,,0,4,50,1,,,,,,,0,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,910,30,0.25,3,52.5,0,3,3,3,2,2,3,70,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,1,1000,0,1,0,60,0,3,3,2,1,0,2,100,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,1,1120,0,0,0,60,0,0,1,1,3,3,0,100,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,80,,0,4,50,1,,,,,,,0,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,0,360,,0,4,50,1,0,0,0,0,0,0,0,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,1,900,10,0.75,1,57.5,0,2,2,3,3,4,1,90,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,1,1040,20,0.5,2,55,0,3,3,2,2,1,2,80,2,24,54.55,1,6,620,56,0,0,1,60,0,14,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,120,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,1060,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,1,890,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,120,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,950,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,1,1040,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,1,1160,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,120,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,0,400,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,1,940,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,1,1080,,,0,0,0,,,,,,,40,2,0,0,6,6,440,40,1,1,2,60,0,15,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,160,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,0,1100,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,1,930,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,160,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,990,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,0,1080,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,0,1200,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,160,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,0,440,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,0,980,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,0,1120,,,0,0,0,,,,,,,40,2,0,0,6,1,440,40,1,2,2,60,0,16,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,160,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,0,1190,10,0,1,65,0,2,2,1,0,0,2,90,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,0,1020,10,0,1,65,0,1,2,3,3,4,1,90,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,1,160,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,1050,40,0,4,57.5,0,4,4,4,3,3,3,60,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,0,1150,30,0,3,60,0,4,3,3,2,0,3,70,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,0,1300,0,0,0,67.5,0,0,1,2,3,4,1,100,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,160,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,0,540,0,0,0,67.5,0,0,0,0,0,0,0,100,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,0,1040,40,0,4,57.5,0,2,2,3,3,4,2,60,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,0,1200,20,0,2,62.5,0,3,3,2,2,1,2,80,2,27,61.36,1,1,650,59,0,0,2,60,0,17,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,160,,0,4,55,1,,,,,,,0,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,0,1270,20,0,2,60,0,4,3,2,1,0,2,80,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,0,1110,10,0,1,62.5,0,1,2,3,3,4,2,90,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,1,160,,0,4,55,1,,,,,,,0,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,1130,20,0,2,60,0,3,3,2,2,1,2,80,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,0,1220,30,0,3,57.5,0,4,3,0,2,1,3,70,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,0,1400,0,0,0,65,0,0,1,2,3,4,1,100,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,160,,0,4,55,1,,,,,,,0,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,0,640,0,0,0,65,0,0,0,0,0,0,0,100,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,0,1100,40,0,4,55,0,2,2,3,3,4,2,60,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,0,1280,20,0,2,60,0,3,3,2,2,1,2,80,2,26,59.09,1,1,660,60,0,0,2,60,0,18,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,160,,0,4,47.5,1,,,,,,,0,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,1360,10,0.56,1,55,0,2,1,1,0,0,2,90,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,1,1200,10,0,1,55,0,1,2,3,3,4,1,90,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,160,,0,4,47.5,1,,,,,,,0,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,1,1210,20,0.38,2,52.5,0,3,3,2,1,1,2,80,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,1,1290,30,0.19,3,50,0,4,3,2,1,0,3,70,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,1,1500,0,0.75,0,57.5,0,0,1,2,3,4,1,100,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,160,,0,4,47.5,1,,,,,,,0,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,1,740,0,0.75,0,57.5,0,0,0,0,0,0,0,100,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,1,1180,20,0.38,2,52.5,0,2,2,3,3,4,2,80,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,1,1360,20,0.38,2,52.5,0,3,3,2,2,1,2,80,2,23,52.27,1,8,690,63,0,0,2,60,1,19,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,200,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,1400,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,1,1240,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,200,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,1,1250,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,1,1330,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,1,1540,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,200,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,1,780,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,1,1220,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,1,1400,,,0,0,0,,,,,,,40,2,0,0,8,8,440,40,1,1,3,60,0,20,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,210,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,0,1410,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,0,1250,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,210,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,1260,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,0,1340,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,0,1550,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,210,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,0,790,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,1,1230,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,0,1410,,,0,0,0,,,,,,,10,2,0,0,8,1,110,10,1,2,3,90,0,21,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,210,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,1500,10,0.75,1,65,0,4,3,2,2,1,2,90,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,0,1340,10,0.75,1,65,0,1,2,3,3,4,1,90,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,210,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,1320,40,0,4,57.5,0,4,4,3,3,3,3,60,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,0,1410,30,0.25,3,60,0,4,3,2,1,1,4,70,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,1,1650,0,0,0,67.5,0,0,1,2,3,4,1,100,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,210,,0,4,57.5,1,,,,,,,0,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,1,890,0,1,0,67.5,0,0,0,0,0,0,0,100,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,0,1290,40,0,4,57.5,0,2,2,3,3,4,3,60,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,0,1490,20,0.5,2,62.5,0,3,3,2,2,2,2,80,2,27,61.36,1,3,650,59,0,0,3,90,0,22,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,210,,0,4,70,1,,,,,,,0,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,1590,10,0,1,77.5,0,4,3,2,2,1,2,90,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,1,1420,20,0.5,2,75,0,1,2,3,3,4,2,80,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,210,,0,4,70,1,,,,,,,0,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,1380,40,0,4,70,0,4,4,4,4,4,3,60,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,0,1480,30,0.25,3,72.5,0,3,3,2,1,1,0,70,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,1,1730,20,0,2,75,0,1,2,3,4,4,2,80,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,210,,0,4,70,1,,,,,,,0,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,1,890,20,0,2,75,0,,,,,,1,0,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
10,7fuuovrt,2021-01-20 11:35:21.553918+00:00,2120,6,0,1350,40,0,4,70,0,2,2,3,4,4,3,60,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
11,mhnrlki6,2021-01-20 11:35:22.106304+00:00,2460,11,1,1570,20,0.5,2,75,0,3,3,2,2,1,2,80,2,32,72.73,3,5,520,47,0,0,3,90,0,23,ui73b4cc,0
1,xmo6y9j4,2021-01-20 11:35:20.286495+00:00,270,4,0,210,,0,4,80,1,,,,,,,0,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
2,ics99vz6,2021-01-20 11:35:20.442093+00:00,2580,9,1,1660,30,0,3,82.5,0,4,4,3,3,3,2,70,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
3,ca56z2zv,2021-01-20 11:35:20.378888+00:00,2410,8,1,1490,30,0,3,82.5,0,1,2,2,3,3,3,70,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
4,u6y8sx1v,2021-01-20 11:35:20.489940+00:00,270,3,0,210,,0,4,80,1,,,,,,,0,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
5,wfpzt5z0,2021-01-20 11:35:20.743958+00:00,2120,10,0,1440,40,0,4,80,0,4,4,4,4,4,4,60,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
6,nwr8ut6o,2021-01-20 11:35:20.838229+00:00,2340,2,1,1550,30,0.25,3,82.5,0,4,3,2,2,0,3,70,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
7,wv2ypvol,2021-01-20 11:35:20.572245+00:00,2750,5,1,1800,30,0,3,82.5,0,2,3,4,4,4,3,70,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
8,hhasem8p,2021-01-20 11:35:20.618045+00:00,270,1,0,210,,0,4,80,1,,,,,,,0,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
9,ri3991uw,2021-01-20 11:35:21.099646+00:00,1980,7,1,970,20,0,2,85,0,3,3,3,3,3,3,80,2,36,81.82,5,6,560,51,0,0,3,90,0,24,ui73b4cc,0
